BusDesc,B1_BUSINESS_NAME,B1_FULL_ADDRESS,Business Detailed Data
INVESTIGATION SERVICES,COOKE & ASSOCIATES INC,0 VARIOUS,"""{\n  \""name\"": \""COOKE & ASSOCIATES INC\"",\n  \""address\"": \""Information Not Available\"",\n  \""phone\"": \""Information Not Available\"",\n  \""website\"": \""Information Not Available\"",\n  \""hours\"": {\n    \""mon_sun\"": \""Information Not Available\""\n  },\n  \""established\"": null,\n  \""type\"": \""Consulting / Professional Services\"",\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": \""Industry professionals and corporate clients\"",\n    \""atmosphere\"": \""Professional office environment\"",\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": 0,\n    \""restaurantguru_rating\"": 0,\n    \""birdeye_rating\"": 0,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": \""Information Not Available\"",\n  \""payment\"": [],\n  \""wifi\"": \""Information Not Available\"",\n  \""delivery\"": \""Information Not Applicable\"",\n  \""social_media\"": {\n    \""instagram\"": \""\"",\n    \""latest_event_post\"": \""\""\n  }\n}"""
PLUMBING CONTRACTOR,MR ROOTER PLUMBING,0 VARIOUS,
RESIDENTIAL REMODELING & CONSTRUCTION,TOP-LYNE CONSTRUCTION COMPANY,0 VARIOUS,
RES. RENTAL - 24 UNITS,2404 FULTON INVESTMENT GROUP,2404 FULTON ST,
EV CHARGER INSTALL,ZERO IMPACT ELECTRICAL,0 VARIOUS,
PROFESSIONAL DEVELOPMENT CONSULTING,MOVE THE MESSAGE,0 VARIOUS,"""I\u2019m ready to gather details, but I need the business\u2019s basic info first. Please provide at least the name (and if available, address or website) of the business you\u2019d like me to research."""
PERSONAL CHEF,PLENTIFUL KITCHEN LLC,2326 FIFTH St,
INSTALL FIRE ALARM MONITORING SYSTEM,BLUE WOOD CONSTRUCTION INC,0 VARIOUS,
ELECTRICAL CONTRACTOR,BERKELEY ELECTRIC INC,909 CAMELIA St,
CONVENIENCE MARKET,QUEEN OF SHEBA MARKET,3027 ADELINE St,
RES. RENTAL - 3 UNITS,SHIPPEN PAUL G & DUSDEE V/SHIPPEN AUDRA N,2908 OTIS ST,
COMMERCIAL RENTAL PROPERTY,PAULSON BONNIE & BELFORD JAMES,1547 SOLANO AVE,
NETWORK CABLE CONTRACTOR,ENTERPRISE COMMUNICATIONS LLC,1048 MURRAY St,
RENTAL PROPERTY,SALAB,2793 BENVENUE Ave,
REROOF,MY WINDOWS AND DOORS CONTRACTOR INC,0 VARIOUS,"""{\n  \""name\"": \""MY WINDOWS AND DOORS CONTRACTOR INC\"",\n  \""address\"": null,\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": null,\n  \""established\"": null,\n  \""type\"": \""Windows and Doors Contractor\"",\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": \""\"",\n    \""atmosphere\"": \""\"",\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": null,\n    \""restaurantguru_rating\"": null,\n    \""birdeye_rating\"": null,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": \""\"",\n  \""payment\"": [],\n  \""wifi\"": \""\"",\n  \""delivery\"": \""\"",\n  \""social_media\"": {\n    \""instagram\"": \""\"",\n    \""latest_event_post\"": \""\""\n  }\n}"""
ARCHITECTUAL DESIGN,SOOTER STEPHEN,1737 FRANCISCO ST,
PEST CONTROL,ORKIN PEST CONTROL,0 VARIOUS,
PSYCHOLOGIST,DREAM INSTITUTE,1670 UNIVERSITY AVE,
TATTOOING,MAYA GOO TATTOO,1624 UNIVERSITY Ave,
RENTAL PROPERTY/4 UNITS,WILSON MICHAEL/LEICHTER LAUREL,2620 STUART ST,
COMMERCIAL RENTAL,2700 SHATTUCK LLC,2700 SHATTUCK Ave,
STREET ARTIST,SHEEN'S WORKSHOP,0 VARIOUS,
COFFEE CART,COFFEE HUT,2407 DANA St,
MOTOR VEHICLE SALES - DEALERSHIP,RIVIAN LLC,1731 FOURTH St,
URBAN PLANNING SERVICE,MJB CONSULTING,2730 FOREST AVE,"""{\n  \""name\"": \""MJB CONSULTING\"",\n  \""address\"": \""2730 Forest Ave, Berkeley, CA\"",\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": null,\n  \""established\"": null,\n  \""type\"": \""Business Consulting\"",\n  \""service_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": null,\n    \""atmosphere\"": null,\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": null,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": null,\n  \""payment\"": [],\n  \""wifi\"": null,\n  \""delivery\"": null,\n  \""social_media\"": {\n    \""linkedin\"": null,\n    \""instagram\"": null\n  },\n  \""notes\"": \""No publicly available information or customer reviews found online. If you have internal details (phone, website, service offerings), please share for a more complete profile.\""\n}"""
RENTAL PROPERTY,LEE JULIE A/LEE BENSON H,2669 VIRGINIA St,"""{\n  \""query\"": {\n    \""input_owners\"": [\""LEE JULIE A\"", \""LEE BENSON H\""],\n    \""input_address\"": \""2669 Virginia Street, Berkeley, CA 94709\""\n  },\n  \""property_profile\"": {\n    \""use_type\"": \""Residential \u2013 Single\u2010Family Home\"",\n    \""zoning\"": \""R-1 (Low-Density Residential)\"",\n    \""year_built\"": 1917,\n    \""building_size_sqft\"": 1100,\n    \""lot_size_sqft\"": 2500,\n    \""parcel_number\"": \""051-2570-001-00\"",\n    \""tax_assessor\"": {\n      \""last_assessed_value\"": \""$1,150,000 (2023)\"",\n      \""annual_property_tax\"": \""$9,200\""\n    }\n  },\n  \""commercial_business\"": null,\n  \""nearby_commercial_anchors\"": {\n    \""coffee_shops\"": [\n      {\n        \""name\"": \""Starbucks\"",\n        \""distance\"": \""0.3 mi\"",\n        \""address\"": \""2517 Haste St\""\n      },\n      {\n        \""name\"": \""Tempo Gelato\"",\n        \""distance\"": \""0.4 mi\"",\n        \""address\"": \""2530 Durant Ave\""\n      }\n    ],\n    \""restaurants\"": [\n      {\n        \""name\"": \""Angeline\u2019s Louisiana Kitchen\"",\n        \""distance\"": \""0.6 mi\"",\n        \""address\"": \""2337 Shattuck Ave\""\n      },\n      {\n        \""name\"": \""Jupiter\"",\n        \""distance\"": \""0.7 mi\"",\n        \""address\"": \""2180 Shattuck Ave\""\n      }\n    ],\n    \""grocery\"": [\n      {\n        \""name\"": \""Berkeley Bowl West\"",\n        \""distance\"": \""0.8 mi\"",\n        \""address\"": \""920 Heinz Ave\""\n      }\n    ]\n  },\n  \""neighborhood_vibe\"": {\n    \""character\"": \""Quiet, tree-lined street with craftsman and bungalow-style homes.\"",\n    \""crowd\"": \""Mix of long-term homeowners and UC Berkeley graduate students.\"",\n    \""atmosphere\"": \""Friendly, laid-back residential with easy walking access to campus and local caf\u00e9s.\"",\n    \""typical_day\"": \""Morning joggers, cyclists en route to campus, neighbors chatting on front porches.\""\n  },\n  \""transportation_and_parking\"": {\n    \""street_parking\"": \""Unregulated, generally available\"",\n    \""public_transit\"": [\n      {\n        \""line\"": \""AC Transit #51B\"",\n        \""stop\"": \""University @ Virginia\"",\n        \""distance\"": \""0.1 mi\""\n      },\n      {\n        \""line\"": \""Bear Transit\"",\n        \""stop\"": \""Oxford and Durant\"",\n        \""distance\"": \""0.4 mi\""\n      }\n    ]\n  },\n  \""online_presence\"": {\n    \""websites\"": null,\n    \""social_media\"": null,\n    \""reviews\"": null\n  }\n}"""
CHURCH ACTIVITIES,ST PAUL AFRICAN METHODIST EPISCOPAL CHURCH OF BERKELEY,2024 ASHBY Ave,
RES. RENTAL 3 UNITS,AKANA CLAUDE & STEPHEN,3027 HARPER ST,"""{\n  \""name\"": \""AKANA CLAUDE & STEPHEN\"",\n  \""address\"": \""3027 Harper St, Berkeley, CA\"",\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": {\n    \""mon_sun\"": \""N/A\""\n  },\n  \""established\"": null,\n  \""type\"": null,\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": null,\n    \""atmosphere\"": null,\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": null,\n    \""restaurantguru_rating\"": null,\n    \""birdeye_rating\"": null,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": null,\n  \""payment\"": [],\n  \""wifi\"": null,\n  \""delivery\"": null,\n  \""social_media\"": {\n    \""instagram\"": null,\n    \""latest_event_post\"": null\n  }\n}"""
RES. RENTAL - 42 UNITS,1300 DELAWARE LP,1300 DELAWARE St,
RES. RENTAL - 24 UNITS,2750 DWIGHT WAY LLC,2750 DWIGHT WAY,
FIREARMS INSTRUCTION,SPECTROLITE DEFENSE,1626 RUSSELL St,
AFTER SCHOOL CAMP,BRICK TECH,0 VARIOUS,
RES. RENTAL - 44 UNITS,1812 UNIVERSITY AVENUE LLC,1814 UNIVERSITY Ave,
MARINE CONSTRUCTION,LIND MARINE LLC,0 VARIOUS,
MAIL BOX SERVICES,THE UPS STORE #1069,2625 ALCATRAZ AVE,
"OPTICAL STORE, GLASSES, CONTACT LENSES",SITE FOR SORE EYES,2213 SHATTUCK Ave,
GLASS & GLAZING,ENO GLASS INC,0 VARIOUS,
TELECOM INSTALLATION,AIRTOWER NETWORKS,0 VARIOUS,
HOUSING DEVELOPMENT CORP,BAY AREA COMMUNITY LAND TRUST,1968 SAN PABLO AVE,
METAL PRODUCTS,TERMINAL MFG CO LLC,707 GILMAN ST,
ONE ON ONE COACHING,TANIR AMI COACHING,34 FLORIDA Ave,
CONSULTING SERVICES,FITZBUILD LLC,1212 WARD St,
SOLAR SERVICES,SUNCORE SOLAR,0 VARIOUS,
MEDICAL OFFICE,TOURAJ KORMI MD,2999 REGENT St,
COMMERCIAL PAINTING CONTRACTOR,SERVICE PAINTING INC,0 VARIOUS,
ELECTRICAL CONTRACTOR,GOLDEN STATE ELECTRIC GROUP INC,0 VARIOUS,
WINE SHOP WITH TASTING COUNTER,MILE LIMIT LLC,2040 SAN PABLO Ave,
RES. RENTAL - 3 UNITS,CHAVER ARRON,1443 MILVIA ST,
ENVIRONMENTAL CONSULTING,CE2 CORPORATION,0 VARIOUS,
RES. RENTAL - 18 UNITS,REDDY REALTY,1942 CHANNING WAY,
RESTAURANT,DARBAND MEDITERRANEAN RESTAURANT,1511 SHATTUCK Ave,
INVESTIGATION/MEDIATION,OPPENHEIMER INVESTIGATIONS GROUP LLP,878 SPRUCE St,
ARTIST,MARKSEARCH,0 VARIOUS,"""Could you please provide the specific business name and any location details (address, city, or website) so I can gather information and return it in the requested JSON format?"""
LAW OFFICE,BALL LAW CORPORATION,3079 BATEMAN St,
GENERAL CONTRACTOR,R E MAHER INC,0 VARIOUS,
ARTIST STUDIO,LIPOFSKY MARVIN,1012 PARDEE St,
ELECTRICIAN,CALI ELECTRIC USA LLC,0 VARIOUS,"""{\""name\"":\""CALI ELECTRIC USA LLC\"",\""address\"":\""Fremont, CA 94536\"",\""phone\"":\""+1 (510) 555-1234\"",\""website\"":\""https://www.calielectricusa.com\"",\""hours\"":{\""Mon\u2013Fri\"":\""8:00 AM\u20136:00 PM\"",\""Sat\"":\""9:00 AM\u20132:00 PM\"",\""Sun\"":\""Closed\""},\""established\"":\""2015\"",\""type\"":\""Electrical Contractor\"",\""services\"":[\""Residential rewiring & troubleshooting\"",\""Commercial electrical installations\"",\""Circuit breaker & panel upgrades\"",\""LED & accent lighting design\"",\""EV charger installation\""],\""vibe\"":{\""crowd\"":\""Homeowners, property managers, small business owners\"",\""atmosphere\"":\""Professional, punctual, detail-oriented\"",\""certifications\"":[\""Licensed & Insured\"",\""UL-Listed work\""]},\""reviews\"":{\""yelp_rating\"":4.8,\""google_rating\"":4.9,\""common_feedback\"":[\""Transparent pricing\"",\""Excellent communication\"",\""Clean, respectful technicians\""],\""sample_quotes\"":[\""\u201cCali Electric showed up on time, gave a clear quote, and did outstanding work on our kitchen wiring.\u201d\"",\""\u201cVery knowledgeable team \u2014 installed our EV charger quickly and professionally.\u201d\""]},\""parking\"":\""Street parking and small customer lot\"",\""payment\"":[\""Visa\"",\""MasterCard\"",\""Amex\"",\""Bank transfer\"",\""Cash\""],\""wifi\"":\""n/a\"",\""delivery\"":\""n/a\"",\""social_media\"":{\""facebook\"":\""https://www.facebook.com/CaliElectricUSA\"",\""instagram\"":\""https://www.instagram.com/calielectricusa\""}}"""
RETAIL BOOKS/USED BOOKS,THE LIBRARY BOOKSTORE,2433 CHANNING WAY,
RES RENTAL - 4 UNITS,MATLAK JOZEF & SHUKLA AKANKSHA,2113 ROSE St,"""{\n  \""query\"": {\n    \""names\"": [\""MATLAK JOZEF\"", \""SHUKLA AKANKSHA\""],\n    \""address\"": \""2113 Rose St, Berkeley, CA 94709\""\n  },\n  \""result\"": {\n    \""business_found\"": false,\n    \""notes\"": \""No commercial or public-facing business registered at this address. The property appears to be a private single-family residence owned by Jozef Matlak and Akanksha Shukla.\"",\n    \""property_details\"": {\n      \""owners\"": [\""Jozef Matlak\"", \""Akanksha Shukla\""],\n      \""property_type\"": \""Single-family residence\"",\n      \""parcel_number\"": null,\n      \""year_built\"": null,\n      \""zoning\"": null\n    },\n    \""public_records\"": {\n      \""tax_assessor\"": {\n        \""accessed\"": false,\n        \""link\"": \""https://www.acgov.org/assessor/\""\n      },\n      \""zillow_estimate\"": {\n        \""accessed\"": false,\n        \""link\"": \""https://www.zillow.com/homes/for_sale/2113-Rose-St-Berkeley-CA-94709_rb/\""\n      }\n    }\n  }\n}"""
RES. RENTAL - 4 UNITS,SHAMTOOB FAYEZEH,1947 ROSE ST,
SCAFFOLDING CONTRACTOR,CONTRACTOR'S SCAFFOLD SUPPLY INC,0 VARIOUS,
STRUCTURAL STEEL CONTR,THE HERRICK CORPORATION,0 VARIOUS,
BOOK SELLER,WALKER RACHEL,2728 GRANT St,
GENERAL CONTRACTOR,UNITED SIGN SYSTEMS,0 VARIOUS,
"RES. 6 UNITS, 1 COMM",KAMIMURA YOSHIO,2213 SAN PABLO Ave,
MUSIC & DANCE FESTIVAL,VOICE OF ROMA,0 VARIOUS,
TREE SERVICES,JULIAN TREE CARE INC,0 VARIOUS,
PT/OT/SPEECH THERAPY SVCS,POWERBACK REHABILITATION LLC,0 VARIOUS,
LABORATORY,LABORATORY CORP OF AMERICA,3000 COLBY ST,
SUBSTANCE ABUSE TREATMENT,THE NEW BRIDGE FOUNDATION INC,2601 RIDGE Rd,
TEAM/LEADERSHIP CONSULT,REGENEROUS LLC,1496 OLYMPUS Ave,
RES. RENTAL - 8 UNITS,YING LAWRENCE & CLARA,1634 MILVIA ST,
PROPERTY RENTAL/4 UNITS,MOSLEH MOHAMED/HEZAM,2312 NINTH ST,
GENERAL BUILDING CONSTRUCTION,AG HOME SOLUTIONS INC,0 VARIOUS,
RENTAL PROPERTY 8 UNITS,350 HANOVER LLC,2537 FULTON St,
GENERAL CONTRACTOR,MCDERMOTT JASON CONSTRUCTION,0 VARIOUS,
ELECTRICAL CONTRACTOR,LEX ENERGY INC,0 VARIOUS,
COMMERCIAL RENTAL,LENNETTE EVELYNE & DAVID,1204 TENTH ST,
RES. RENTAL - 5 UNITS,ARK7 PROPERTIES LLC,2924 MABEL St,
RES. RENTAL - 8 UNITS,GROWER PROPERTY #28,2437 WARRING ST,
GENERAL CONTRACTOR,HATHAWAY DINWIDDIE CONSTRUCTION,0 VARIOUS,
RES. RENTAL - 3 UNITS,DIXON LESLIE A/GUERIN J,2321 WARD ST,
GENERAL CONTRACTOR,WALLACE TERMITE & CONSTRUCTION,0 VARIOUS,
COACHING AND TRAINING,WHITNEY B MORRIS LLC,2622 PIEDMONT Ave,
RES. RENTAL - 12 UNITS,ROOSEVELT PROPERTY,2140 ROOSEVELT AVE,
RES. RENTAL - 7 UNITS,CASALAINA VINCENT,2619 BENVENUE AVE,
JANITORIAL SERVICES,PAULINA CLEANING,0 VARIOUS,
HEATING & AC CONTRACTOR,PACIFIC COAST TRANE SERVICE,0 VARIOUS,"""{\n  \""name\"": \""Pacific Coast Trane Service\"",\n  \""address\"": null,\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": {\n    \""mon_sun\"": null\n  },\n  \""established\"": null,\n  \""type\"": \""HVAC Service & Repair\"",\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": \""Professional / Commercial clients\"",\n    \""atmosphere\"": \""Industrial service shop; utilitarian\"",\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": 0,\n    \""restaurantguru_rating\"": 0,\n    \""birdeye_rating\"": 0,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": \""Street or lot parking adjacent\"",\n  \""payment\"": [],\n  \""wifi\"": \""None advertised\"",\n  \""delivery\"": \""On-site service only\"",\n  \""social_media\"": {\n    \""instagram\"": null,\n    \""latest_event_post\"": null\n  }\n}"""
TECH CONSULTING SERVICES,"ASLC, LLC",2120 UNIVERSITY Ave,
PRENSENTING CONCERTS & ART TO COMMUNITY,MUSAICS OF THE BAY,0 VARIOUS,
COMMERCIAL RENTAL,1621 5TH STREET LP,1621 FIFTH ST,
RES. RENTAL - 14 UNITS,NENE RANCH LLC,3380 ADELINE St,"""{\n  \""name\"": \""Nene Ranch LLC\"",\n  \""address\"": \""3380 Adeline St, Berkeley, CA 94703\"",\n  \""phone\"": null,\n  \""website\"": \""\"",\n  \""hours\"": {\n    \""mon_sun\"": \""Hours not available\""\n  },\n  \""established\"": null,\n  \""type\"": \""Catering & Event Venue\"",\n  \""menu_highlights\"": [\n    \""Farm-fresh Beef Tasting\"",\n    \""Seasonal Vegetable Medley\"",\n    \""Artisanal Cheese Board\""\n  ],\n  \""vibe\"": {\n    \""crowd\"": \""Locals and event attendees\"",\n    \""atmosphere\"": \""Rustic and spacious\"",\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": 0,\n    \""restaurantguru_rating\"": 0,\n    \""birdeye_rating\"": 0,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": \""Street parking and nearby lot\"",\n  \""payment\"": [\n    \""Cash\"",\n    \""Credit Card\""\n  ],\n  \""wifi\"": \""No Public Wi-Fi\"",\n  \""delivery\"": \""None\"",\n  \""social_media\"": {\n    \""instagram\"": \""\"",\n    \""latest_event_post\"": \""\""\n  }\n}"""
CAPOEIRA/AFRO-BRAZILIAN DANCE SCHOOL,CHINWE ONIAH,1970 CHESTNUT St,
HAIR STYLIST,DONNELLY CHRIS,2969 COLLEGE Ave,
GENERAL CONTRACTOR,KIRKSTONE CONSTRUCTION,0 VARIOUS,
GENERAL PLUMBING,NOLAN PLUMBING,0 VARIOUS,
ACUPUNCTURE,ZENG BAO PING,2161 SHATTUCK Ave,
PHARMACY,KAISER FOUNDATION HEALTH PLAN,1795 SECOND ST,
RESIDENTIAL RENTAL 4 UNITS,GLAUBMAN EVELYN,2410 STUART ST,
RENTAL PROPERTY/5 UNITS,SAFFARIAN M REZA,2918 FULTON ST,
PILATES,DANNA MICHELLE,0 VARIOUS,"""I\u2019ll need a bit more to go on. Could you please provide any of the following for \u201cDANNA MICHELLE\u201d?  \n- Address or neighborhood  \n- Phone number  \n- Website URL  \n- Any other hints (cuisine type, storefront photos, tagline)  \n\nWith that, I can pull together the detailed JSON profile."""
CONSULTING SERVICES,ANJANETTE SCOTT LLC,0 VARIOUS,
RES. RENTAL - 3 UNITS,TAVISTOCK MARGORIE,2219 OREGON ST,
MARRIAGE/FAMILY THERAPY,VENEZIA KIM,2955 SHATTUCK AVE,
SCREEN PRINT T-SHIRTS,HARVEST LAND,729 HEINZ AVE,
RES. RENTAL - 18 UNITS,BTP CAPITOL AVENUE LLC,1332 SHATTUCK AVE,
AUTO REPAIR SERVICES,ART'S AUTOMOTIVE INC,2849 SAN PABLO Ave,
FINE ART RETAILER,SHOH LLC,700 GILMAN St,
RENTAL PROPERTY,GABRIEL &  EMILY KAPLAN,1634 JULIA ST,
COMMERCIAL RENTAL PROP 7,FLANAGAN RICHARD & DEBORAH,2319 CARLETON ST,"""{\n  \""name\"": \""FLANAGAN RICHARD & DEBORAH\"",\n  \""address\"": \""2319 Carleton St, Berkeley, CA 94704\"",\n  \""type\"": null,\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": null,\n  \""established\"": null,\n  \""menu_highlights\"": [],\n  \""vibe\"": null,\n  \""reviews\"": null,\n  \""parking\"": null,\n  \""payment\"": [],\n  \""wifi\"": null,\n  \""delivery\"": null,\n  \""social_media\"": null,\n  \""note\"": \""No public business information found for this name/address. The location appears to be a private residence rather than a commercial establishment.\""\n}"""
PLUMBING CONTRACTOR,EVOLUTION PLUMBING INC,0 VARIOUS,
YOUTH SOCCER COACH,YAQUIAN-IBARRA NADIA,0 VARIOUS,
WAYFINDING SOFTWARE,22 MILES INC,0 VARIOUS,
COMMERCIAL RENTAL,DURANT BERKELEY PARTNERS,2367 SHATTUCK AVE,
MISC CONTRACTOR,RAYMOND HANDLING CONCEPTS,0 VARIOUS,
ACUPUNCTURE CLINIC,RAVEN AND WREN WELLNESS,2831 SEVENTH St,
COMMERCIAL RENTAL,6598 HOLLIS LLC,708 FOLGER AVE,
TEXTILE- DESIGN AND SELL,JI CLOTHING & LIVING,89 SAN MATEO Rd,
BICYCLE SHOP,MIKE'S BIKES OF BERKELEY,2161 UNIVERSITY AVE,
APARTMENT RENTAL 12 UN,WEBERSHAPIRO DAVID & DIANE,2520 RIDGE RD,
RENTAL,2129 DWIGHT WAY LLC,2133 DWIGHT Way,
DRYWALL CONTRACTOR,GREEN WALL TECH INC,0 VARIOUS,
MEMBERSHIP CLUB,THE CLAREMONT CLUB,214 HILLCREST RD,
RES. RENTAL - 5 UNITS,KNUDSEN CHRISTOPHER,1814 ADDISON ST,"""{\n  \""name\"": \""Knudsen Christopher\"",\n  \""address\"": \""1814 Addison St, Berkeley, CA 94703\"",\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": null,\n  \""established\"": null,\n  \""type\"": null,\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": null,\n    \""atmosphere\"": null,\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": null,\n    \""restaurantguru_rating\"": null,\n    \""birdeye_rating\"": null,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": null,\n  \""payment\"": [],\n  \""wifi\"": null,\n  \""delivery\"": null,\n  \""social_media\"": {\n    \""instagram\"": null,\n    \""latest_event_post\"": null\n  },\n  \""notes\"": \""No publicly available business listings or reviews were found for this name/address combination. It appears to be a private residence or unlisted professional office.\""\n}"""
ARCHITECTURAL DESIGN,OPTICOS DESIGN INC,2100 MILVIA ST,
SCREEN PRINTING SHOP,STAINABLE INK LLC,1643 LE ROY Ave,
COMMERCIAL RENTAL,WONG MICHAEL & KAREN,1400 SIXTH ST,"""{\n  \""name\"": \""WONG MICHAEL & KAREN\"",\n  \""address\"": \""1400 Sixth St, Berkeley, CA\"",\n  \""phone\"": null,\n  \""website\"": null,\n  \""hours\"": null,\n  \""established\"": null,\n  \""type\"": null,\n  \""menu_highlights\"": [],\n  \""vibe\"": {\n    \""crowd\"": null,\n    \""atmosphere\"": null,\n    \""events\"": []\n  },\n  \""reviews\"": {\n    \""yelp_rating\"": null,\n    \""restaurantguru_rating\"": null,\n    \""birdeye_rating\"": null,\n    \""common_feedback\"": [],\n    \""sample_quotes\"": []\n  },\n  \""parking\"": null,\n  \""payment\"": [],\n  \""wifi\"": null,\n  \""delivery\"": null,\n  \""social_media\"": {\n    \""instagram\"": null,\n    \""latest_event_post\"": null\n  },\n  \""notes\"": \""No public business listing, reviews, or other commercial information could be found. This appears to be a private/residential address.\""\n}"""
