APN,RecordID,BusDesc,B1_PER_SUB_TYPE,DBA,NAICS,Tax_Code,Employee_Num,Bus_Own_Type,B1_BUSINESS_NAME,B1_ADDRESS1,B1_ADDRESS2,B1_CITY,B1_STATE,B1_ZIP,B1_CONTACT_TYPE,B1_FULL_ADDRESS,B1_SITUS_CITY,B1_SITUS_STATE,B1_SITUS_ZIP,Business_Location
064 424500601,BL-021611,INTERNET BASED JOB BOARDS,Business Personal Repair Svs,NEWROADSMEDIA.COM LLC,561311 - Employment Placement Agencies,B,1,LLC,NEWROADSMEDIA.COM LLC,72 PLAZA DR,,BERKELEY,CA,947052432,Business Owner,72 THE PLAZA Dr,BERKELEY,CA,94705,
055 184603101,BL-037384,RES. RENTAL - 36 UNITS,Rental of Real Property,RAJ PROPERTIES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,4,LLC,RAJ PROPERTIES LLC,2076 UNIVERSITY AVE STE A,,BERKELEY,CA,94704-1006,Business Owner,2515 BENVENUE AVE,BERKELEY,CA,94704,
057 202501001,BL-022190,ONLINE CREATIVE AND DESIGN COURSES,Professional SemiProfessional,DOMESTIKA INC,611699 - All Other Miscellaneous Schools and Instruction,P,1,Corporation,DOMESTIKA INC,2001 ADDISON ST STE 300,,BERKELEY,CA,94704-1165,Business Owner,2001 ADDISON St,BERKELEY,CA,94704,
058 218202700,BL-021959,RES. RENTAL - 22 UNITS,Rental of Real Property,HANERFELD HAROLD,531110 - Lessors of Residential Buildings and Dwellings,L,3,Sole Ownership,HANERFELD HAROLD,1797 SPRUCE ST,,BERKELEY,CA,94709,Business Owner,1801 SPRUCE ST,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-038046,PAINTING CONTRACTOR,Construction or Contractor,CARTELLI PAINTING CO,238320 - Painting and Wall Covering Contractors,C,7,Corporation,CARTELLI PAINTING CO,2622 SAN ANTONIO DR.,,WALNUT CREEK,CA,94598,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 156003200,BL-032523,RES. RENTAL - 6 UNITS,Rental of Real Property,ZEREASKI HOSSEIN,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,ZEREASKI HOSSEIN,2952 COLLEGE AVE APT 3,,BERKELEY,CA,94705-2213,Business Owner,3019 BATEMAN ST,BERKELEY,CA,94705,
055 182102402,BL-008185,LYMPH DRAINAGE/MASSAGE,Massage,IDA BELLA,812199 - Other Personal Care Services,BM,0,Sole Ownership,IDA BELLA,2034 BLAKE ST STE 2,,BERKELEY,CA,94704-2651,Business Owner,2034 BLAKE St,BERKELEY,CA,94704,
056 197902301,BL-018207,COFFEE SHOP,Retail Trade,HEYMA LLC,722513 - Limited-Service Restaurants,R,4,LLC,HEYMA LLC,642 CARLOTTA CIR,,PINOLE,CA,94564-2358,Business Owner,1122 UNIVERSITY Ave,BERKELEY,CA,94702,
056 199602601,BL-019555,COMMERCIAL RENTAL,Rental of Real Property,RUE-ELL ENTERPRISES INC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,10,Corporation,RUE-ELL ENTERPRISES INC,2437 DURANT AVE STE 204,,BERKELEY,CA,94704-1610,Business Owner,1482 UNIVERSITY AVE,BERKELEY,CA,94702,
056 192901500,BL-030059,EVENT/PARTY PLANNING,Business Personal Repair Svs,MARCIA BOHAN EVENTS,812990 - All Other Personal Services,B,0,Sole Ownership,MARCIA BOHAN EVENTS,2434 CURTIS ST,,BERKELEY,CA,94702,Business Owner,2434 CURTIS ST,BERKELEY,CA,94702,
057 205300302,BL-048681,COMMERCIAL RENTAL,Rental of Real Property,FIFTH KEIL CO,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Corporation,FIFTH KEIL CO,244 KEARNY ST,,SAN FRANCISCO,CA,94108-4507,Business Owner,1984 SHATTUCK AVE,BERKELEY,CA,94704,
056 193702001,BL-019647,RES. RENTAL 10 UNITS,Rental of Real Property,LINDSAY BERTHA,531110 - Lessors of Residential Buildings and Dwellings,L,2,Sole Ownership,LINDSAY BERTHA,1790 TRAVALINI CT,,EL SOBRANTE,CA,94803,Business Owner,2335 EIGHTH ST,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-020601,PAINTING SUBCONTRACTOR,Construction or Contractor,G&G PAINTING SERVICES INC,238320 - Painting and Wall Covering Contractors,C,2,Corporation,G&G PAINTING SERVICES INC,1751 FORTUNE DR STE E,,SAN JOSE,CA,95131-1705,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
056 192403100,BL-005809,FINANCIAL CONSULTING,Professional SemiProfessional,DAVID STERN CFO INC,541690 - Other Scientific and Technical Consulting Services,P,2,Corporation,DAVID STERN CFO INC,2323 BROWNING ST,,BERKELEY,CA,947020015,Business Owner,2323 BROWNING St,BERKELEY,CA,94702,
ZZZZZZZZZZZZZ,BL-022618,COMMERCIAL CONSTRUCTION,Construction or Contractor,YOUNG BUILDING & CONSTRUCTION SOLUTIONS INC,236220 - Commercial and Institutional Building Construction,C,3,Corporation,YOUNG BUILDING & CONSTRUCTION SOLUTIONS INC,PO BOX 1357,,FOLSOM,CA,95763,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-016920,CONTRACTOR,Construction or Contractor,THE ELECTRIC COMPANY,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,2,Corporation,THE ELECTRIC COMPANY,2331 STAGECOACH RD STE 101,,STOCKTON,CA,95215-7908,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
059 226000201,BL-018340,REFILL STORE,Retail Trade,THE FILLING STATION,453998 - All Other Miscellaneous Store Retailers (except Tobacco Stores),R,5,LLC,THE FILLING STATION,2907 HARPER ST,,BERKELEY,CA,947032113,Business Owner,2112 VINE St,BERKELEY,CA,94709,
ZZZZZZZZZZZZZ,BL-011939,GENERAL CONSTRUCTION,Construction or Contractor,BURTON BUILDERS LLC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,3,LLC,BURTON BUILDERS LLC,12488 SAN PABLO AVE,,RICHMOND,CA,94805,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
059 226100700,BL-019545,COMMERCIAL RENTAL,Rental of Real Property,ELLSWORTH & RUEGG,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,10,LLC,ELLSWORTH & RUEGG,2437 DURANT AVE STE 204,,BERKELEY,CA,94704,Business Owner,1491 SHATTUCK AVE,BERKELEY,CA,94709,
053 164401000,BL-009576,MFG MED CANNABIS EDIBLES,Cannabis,PURPLE MOUNTAIN MANUFACTURING LLC,,CC,27,LLC,PURPLE MOUNTAIN MANUFACTURING LLC,885 POTTER STREET,,BERKELEY,CA,94710,Business Owner,885 POTTER St,BERKELEY,CA,94702,
053 158901500,BL-053301,PROPERTY MANAGEMENT,Professional SemiProfessional,CEDAR PROPERTIES,531311 - Residential Property Managers,P,2,Corporation,CEDAR PROPERTIES,2991 SHATTUCK AVE STE 304C,,BERKELEY,CA,94705-1872,Business Owner,2726 M L KING JR Way,BERKELEY,CA,94703,
ZZZZZZZZZZZZZ,BL-015752,LIGHTING DESIGN CONSULT,Professional SemiProfessional,"KIRALA FIGURER, LLC",541690 - Other Scientific and Technical Consulting Services,P,2,LLC,"KIRALA FIGURER, LLC",1585 62ND ST # 8276,,EMERYVILLE,CA,946082039,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-007746,MECHANICAL CONTRACTOR,Construction or Contractor,THERMA LLC,238990 - All Other Specialty Trade Contractors,C,20,LLC,THERMA LLC,1601 LAS PLUMAS AVE,,SAN JOSE,CA,951331613,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-018099,TRAFFIC EQUIPMENT,Manufacturing,SWARCO MCCAIN INC,334290 - Other Communications Equipment Manufacturing,M,0,Corporation,SWARCO MCCAIN INC,2365 OAK RIDGE WAY,,VISTA,CA,920818348,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 205300700,BL-033074,HAIR PRODUCTS,Retail Trade,BEAUTY TEK,443112,R,0,Sole Ownership,BEAUTY TEK,1795 Primrose Ln,,Pinole,CA,94564,Business Owner,2043 UNIVERSITY AVE,BERKELEY,CA,94704,
054 171101400,BL-042411,RENTAL PROPERTY-24 UNITS,Rental of Real Property,HASHEMI FERESHTEH,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,HASHEMI FERESHTEH,4844 TELEGRAPH AVE,,OAKLAND,CA,94609,Business Owner,2525 STUART ST,BERKELEY,CA,94705,
ZZZZZZZZZZZZZ,BL-007353,GENERAL CONSTRUCTION,Construction or Contractor,ALONZO MCSHANE CONSTRUCTION,236118 - Residential Remodelers,C,0,Sole Ownership,ALONZO MCSHANE CONSTRUCTION,283 CALAIS DR,,PINOLE,CA,94564-1607,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
058 217802900,BL-014966,COMMERCIAL REAL ESTATE,Rental of Real Property,HTC AMERICA HOLDING INC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,10,Corporation,HTC AMERICA HOLDING INC,1333 N CALIFORNIA BLVD STE 500,,WALNUT CREEK,CA,945964543,Business Owner,1625 SHATTUCK Ave,BERKELEY,CA,94709,
ZZZZZZZZZZZZZ,BL-012697,PEST CONTROL,Business Personal Repair Svs,ADVANCED IPM,561710 - Exterminating and Pest Control Services,B,204,Corporation,ADVANCED IPM,1482 STONE POINT DR,,ROSEVILLE,CA,956612839,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
056 198900700,BL-016090,RENTAL PROPERTY,Rental of Real Property,350 HANOVER AVE LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,350 HANOVER AVE LLC,2941 TELEGRAPH AVE,,BERKELEY,CA,94705-2017,Business Owner,2110 BONAR St,BERKELEY,CA,94702,
057 202401801,BL-044174,SOCIAL SERVICES,Administrative Headquarters,INCLUSIVE COMMUNITY RESOURCES,624190 - Other Individual and Family Services,Q,100,LLC,INCLUSIVE COMMUNITY RESOURCES,1919 ADDISON ST STE 202,,BERKELEY,CA,94705,Business Owner,1919 ADDISON St,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-021987,"DEMOLITION, DEBRIS REMOVAL",Construction or Contractor,ASAP DEMOLITION,238990 - All Other Specialty Trade Contractors,C,4,Corporation,ASAP DEMOLITION,1 SIMMS ST STE 225,,SAN RAFAEL,CA,94901,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
061 260300400,BL-004025,RESTAURANT,Retail Trade,S & T AJANTA INC,722511 - Full-Service Restaurants,R,9,Corporation,S & T AJANTA INC,1888 SOLANO AVE,,BERKELEY,CA,947072309,Business Owner,1888 SOLANO Ave,BERKELEY,CA,94707,
055 187101901,BL-022159,BIOTECH-ANTIBODY THERAPEUTICS,Professional SemiProfessional,MOAB THERAPEUTICS INC,541714 - Research and Development in Biotechnology (except Nanobiotechnology),P,2,Corporation,MOAB THERAPEUTICS INC,200 BISHOP ALY,,RICHMOND,CA,94801,Business Owner,2630 BANCROFT Way,BERKELEY,CA,94704,
055 189300100,BL-005532,RESTAURANT,Retail Trade,THE GREAT CHINA,722511 - Full-Service Restaurants,R,38,Sole Ownership,THE GREAT CHINA,2190 BANCROFT WAY,,BERKELEY,CA,94704-1422,Business Owner,2190 BANCROFT Way,BERKELEY,CA,94704,
053 169900900,BL-017439,INTERIOR DESIGN,Professional SemiProfessional,DANA DESIGN STUDIO LLC,541410 - Interior Design Services,P,2,LLC,DANA DESIGN STUDIO LLC,2727 STUART ST,,BERKELEY,CA,947051302,Business Owner,2727 STUART St,BERKELEY,CA,94705,
ZZZZZZZZZZZZZ,BL-014757,YACHT CONSTRUCITON,Construction or Contractor,PROFAC INC,238990 - All Other Specialty Trade Contractors,C,164,Corporation,PROFAC INC,7198 INDUSTRIAL PARK BLVD,,MENTOR,OH,440605328,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
062 287102000,BL-004985,RESTAURANT FOOD SERVICE,Retail Trade,HIMALAYAN TANDOORI & CURRY HOUSE,722511 - Full-Service Restaurants,R,5,Partnership,HIMALAYAN TANDOORI & CURRY HOUSE,1645 SOLANO AVE,,BERKELEY,CA,947072108,Business Owner,1645 SOLANO Ave,BERKELEY,CA,94707,
052 157307200,BL-021338,NATUROPATHIC MEDICINE PROVIDER,Professional SemiProfessional,PACHA INTEGRATIVE AND NATUROPATHIC  MEDICINE,621399 - Offices of All Other Miscellaneous Health Practitioners,P,1,Corporation,PACHA INTEGRATIVE AND NATUROPATHIC  MEDICINE,2 SANDERLING CT,,ALAMEDA,CA,945016435,Business Owner,3017 TELEGRAPH Ave,BERKELEY,CA,94705,
058 217200700,BL-033221,RES. RENTAL - 3 UNITS,Rental of Real Property,COLTON RICHARD/CHRISTINE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,COLTON RICHARD/CHRISTINE,1060 MERCED ST,,BERKELEY,CA,94707-2532,Business Owner,1620 MILVIA ST,BERKELEY,CA,94709,
ZZZZZZZZZZZZZ,BL-015759,ACOUSTICAL CEILINGS,Construction or Contractor,CEILING EXPERTS INC,238990 - All Other Specialty Trade Contractors,C,5,Corporation,CEILING EXPERTS INC,1340 MAIN AVE,,SACRAMENTO,CA,95838-2404,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
055 190202500,BL-004857,RESIDENTIAL PROP-6 UNITS,Rental of Real Property,ERIC CHEN & EMILE CHANG,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,ERIC CHEN & EMILE CHANG,3521 GRAND AVE,,OAKLAND,CA,94610-2011,Business Owner,2427 MCKINLEY Ave,BERKELEY,CA,94703,
ZZZZZZZZZZZZZ,BL-001095,MANUFACTURER OF SPRINGS,Manufacturing,BETTS SPRING COMPANY,332611,M,18,Corporation,BETTS SPRING COMPANY,2843 S MAPLE AVE,,FRESNO,CA,937252217,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 206400200,BL-021402,PSYCHOTHERAPY,Professional SemiProfessional,EMILY FENSTER LCSW,621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Sole Ownership,EMILY FENSTER LCSW,1806 MARTIN LUTHER KING JR WAY,,BERKELEY,CA,94709-2227,Business Owner,1806 M L KING JR Way,BERKELEY,CA,94709,
059 225501400,BL-053117,RES. RENTAL - 5 UNITS,Rental of Real Property,KAO MING LU,531110 - Lessors of Residential Buildings and Dwellings,L,2,Sole Ownership,KAO MING LU,2267 CEDAR ST,,BERKELEY,CA,947091531,Business Owner,2267 CEDAR ST,BERKELEY,CA,94709,
058 217900100,BL-048883,CHURCH,Non Profit Organizations,CHRIST CHURCH EAST BAY,813110 - Religious Organizations,N,11,Corporation,CHRIST CHURCH EAST BAY,2138 CEDAR ST,,BERKELEY,CA,94709,Business Owner,2138 CEDAR ST,BERKELEY,CA,94709,
055 187100103,BL-038142,HOTEL/EXCEPT RESIDENTIAL,Rental of Real Property,THE BANCROFT HOTEL,721110 - Hotels (except Casino Hotels) and Motels,L,2,Corporation,THE BANCROFT HOTEL,2300 COLLEGE AVE,,BERKELEY,CA,94704-1723,Business Owner,2680 BANCROFT WAY,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-020954,ELECTRICAL CONTRACTOR,Construction or Contractor,VOLTA ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0,Sole Ownership,VOLTA ELECTRIC,54 29TH ST,,RICHMOND,CA,94804-1940,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-029582,HVAC CONTRACTOR,Construction or Contractor,BAY CITY MECHANICAL INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,15,Corporation,BAY CITY MECHANICAL INC,870 HARBOUR WAY S,,RICHMOND,CA,94804-3613,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 206202000,BL-020090,WINE IMPORTER & DISTRIBUTOR,Wholesale Trade,FLORAISON SELECTIONS,424820 - Wine and Distilled Alcoholic Beverage Merchant Wholesalers,W,1,LLC,FLORAISON SELECTIONS,1901 MCGEE AVE,,BERKELEY,CA,94703-1229,Business Owner,1901 MCGEE Ave,BERKELEY,CA,94703,
055 189901100,BL-007924,RES. RENTAL - 4 UNITS,Rental of Real Property,LAKIREDDY SANTI,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,LAKIREDDY SANTI,2319 SHATTUCK AVE STE A,,BERKELEY,CA,94704,Business Owner,1915 HASTE ST,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-015843,ELECTRICAL CONTRACTOR,Construction or Contractor,SAN FRANCISCO ELECTRIC LLC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,0,LLC,SAN FRANCISCO ELECTRIC LLC,250 TOCOLOMA AVE,,SAN FRANCISCO,CA,94134,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
056 194301901,BL-020096,R&D LITHIUM BATERY,Professional SemiProfessional,POLYPLUS BATTERY COMPANY,541710,P,20,Corporation,POLYPLUS BATTERY COMPANY,2424 SIXTH ST,,BERKELEY,CA,94710,Business Owner,2424 SIXTH St,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-050237,ELECTRICAL CONTRACTOR,Construction or Contractor,LUMIERE ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,4,Sole Ownership,LUMIERE ELECTRIC,3323 YOSEMITE AVE,,EL CERRITO,CA,94530,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 158901500,BL-018325,CAFE,Retail Trade,CAFE BUENOS AIRES,722511 - Full-Service Restaurants,R,5,LLC,CAFE BUENOS AIRES,2999 SHATTUCK AVE,,BERKELEY,CA,947051808,Business Owner,2999 SHATTUCK Ave,BERKELEY,CA,94705,
ZZZZZZZZZZZZZ,BL-012634,GENERAL CONTRACTOR,Construction or Contractor,MAR CON BUILDERS INC,238990 - All Other Specialty Trade Contractors,C,23,Corporation,MAR CON BUILDERS INC,8108A CAPWELL DR,,OAKLAND,CA,94621-2110,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
054 180302001,BL-021254,RESIDENTIAL RENTAL-12 UNITS,Rental of Real Property,2627 CALIFORNIA STREET LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,2627 CALIFORNIA STREET LLC,PO BOX 2652,,BERKELEY,CA,94702-0652,Business Owner,2627 CALIFORNIA St,BERKELEY,CA,94703,
055 186300301,BL-000171,PROPERTY RENTAL,Non Profit Organizations,ALPHA CHI OMEGA,812320 - Drycleaning and Laundry Services (except Coin-Operated),N,0,Corporation,ALPHA CHI OMEGA,5635 CASTLE CREEK PARKWAY NORTH DR,,INDIANAPOLIS,IN,46250,Business Owner,2313 WARRING ST,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-012721,UTILITY USER PROVIDER,Business Personal Repair Svs,SHELL ENERGY NORTH AMERICA LP,813910 - Business Associations,B,1,LLC,SHELL ENERGY NORTH AMERICA LP,PO BOX 4525,,HOUSTON,TX,77210-4525,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
052 157002500,BL-028641,RENTAL PROPERTY,Rental of Real Property,HILTON NANCY & MARCHI MELINDA,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,HILTON NANCY & MARCHI MELINDA,2911 REGENT ST,,BERKELEY,CA,94705,Business Owner,2909 REGENT ST,BERKELEY,CA,94705,
ZZZZZZZZZZZZZ,BL-012125,HVAC/SHEETMETAL SVCS,Construction or Contractor,PRIME MECHANICAL SERVICES INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,2,Corporation,PRIME MECHANICAL SERVICES INC,296 WRIGHT BROTHERS AVE,,LIVERMORE,CA,94551-9491,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-021226,UNDERGROUND UTILITY CONTRACTOR,Construction or Contractor,CORCUS CONSTRUCTION INC,237130 - Power and Communication Line and Related Structures Construction,C,12,Corporation,CORCUS CONSTRUCTION INC,1592 UNION ST PMB 476,,SAN FRANCISCO,CA,941234505,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-025368,DRUG & ALCOHOL TESTING,Professional SemiProfessional,DATCO SERVICES,621999 - All Other Miscellaneous Ambulatory Health Care Services,P,7,Corporation,DATCO SERVICES,2280 GRASS VALLEY HWY STE 232,,AUBURN,CA,95603,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
053 160700400,BL-033892,RESIDENTIAL RENTAL,Rental of Real Property,JONES BASIL,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,JONES BASIL,3012 KING ST,,BERKELEY,CA,94703,Business Owner,3012 KING ST,BERKELEY,CA,94703,
058 219700900,BL-011129,RES. RENTAL - 9 UNITS,Rental of Real Property,YASSIN ADEL & ABDULRAZAK NIHAD,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,YASSIN ADEL & ABDULRAZAK NIHAD,898 THE ALAMEDA,,BERKELEY,CA,94707-1916,Business Owner,2517 VIRGINIA St,BERKELEY,CA,94709,
ZZZZZZZZZZZZZ,BL-012680,ELECTRICAL CONTRACTOR,Construction or Contractor,SID SATTLER ELECTRIC SVC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,1,Sole Ownership,SID SATTLER ELECTRIC SVC,484 LAKE PARK AVE STE 47,,OAKLAND,CA,94610-2730,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
060 246603800,BL-008971,RENTAL PROPERTY - 2 UNITS,Rental of Real Property,MOMTCHEV STANISLAV & KALOYANOVA ELENA,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,MOMTCHEV STANISLAV & KALOYANOVA ELENA,2630 CEDAR ST,,BERKELEY,CA,947081934,Business Owner,1229 OXFORD St,BERKELEY,CA,94709,
055 182100101,BL-028580,COMMERCIAL RENTAL,Rental of Real Property,NATURAL GREEN CORPORATION,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Corporation,NATURAL GREEN CORPORATION,2821 CHELSEA DR,,OAKLAND,CA,94611-2507,Business Owner,2550 SHATTUCK AVE,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-044258,GENERAL CONTRACTOR,Construction or Contractor,DARREL KINOSHITA GENERAL CONTR,238320 - Painting and Wall Covering Contractors,C,0,Sole Ownership,DARREL KINOSHITA GENERAL CONTR,346 KENILWORTH AVE,,SAN LEANDRO,CA,94577,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-006822,LATH & PLASTER INSTALL,Construction or Contractor,IRONWOOD COMMERCIAL BUILDERS INC,238310 - Drywall and Insulation Contractors,C,5,Corporation,IRONWOOD COMMERCIAL BUILDERS INC,3953 INDUSTRIAL WAY STE E,,CONCORD,CA,945208553,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
058 218100500,BL-014748,BUSINESS CONSULTING,Professional SemiProfessional,JEFFREY LIPTON ADVISORY SERVICES,541613 - Marketing Consulting Services,P,1,Sole Ownership,JEFFREY LIPTON ADVISORY SERVICES,1730 SPRUCE ST,,BERKELEY,CA,947091718,Business Owner,1730 SPRUCE St,BERKELEY,CA,94709,
ZZZZZZZZZZZZZ,BL-021813,GENERAL CONSTRUCTION,Construction or Contractor,SUBTERRA CONSTRUCTION,237990 - Other Heavy and Civil Engineering Construction,C,19,Corporation,SUBTERRA CONSTRUCTION,1485 BAY SHORE BLVD # MB240 STE 440,,SAN FRANCISCO,CA,94124,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 202501600,BL-005180,HAIR SALON,Business Personal Repair Svs,VONNY SEMPELSZ,812112 - Beauty Salons,B,1,Sole Ownership,VONNY SEMPELSZ,2048 UNIVERSITY AVE,,BERKELEY,CA,94704-1006,Business Owner,2048 UNIVERSITY Ave,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-022119,GENERAL CONSTRUCTION,Construction or Contractor,WESTPORT CONSTRUCTION,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,2,Sole Ownership,WESTPORT CONSTRUCTION,PO BOX 454,,LAGUNITAS,CA,94938,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
057 206602100,BL-012693,RESIDENTIAL - 4 UNITS,Rental of Real Property,SILBER MARC S,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,SILBER MARC S,1801 CALIFORNIA ST,,BERKELEY,CA,94709,Business Owner,1801 CALIFORNIA ST,BERKELEY,CA,94703,
ZZZZZZZZZZZZZ,BL-018359,EQUIPMENT CONSTRUCTION,Construction or Contractor,KAMRAN AND COMPANY LLC,236220 - Commercial and Institutional Building Construction,C,30,LLC,KAMRAN AND COMPANY LLC,415 N SALSIPUEDES ST,,SANTA BARBARA,CA,931033126,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-026611,ELECTRICAL CONTRACTOR,Construction or Contractor,SIGNAWEST SYSTEMS INC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,10,Corporation,SIGNAWEST SYSTEMS INC,7300 CENTRAL AVE STE D,,NEWARK,CA,94560,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-020060,ELECTRICAL CONTRACTOR,Construction or Contractor,AZEVEDO ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,1,Sole Ownership,AZEVEDO ELECTRIC,1350 E PACHECO BLVD STE B PMB 267,,LOS BANOS,CA,93635-4946,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
059 233501101,BL-002192,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,DAVID CLAHAN,531110 - Lessors of Residential Buildings and Dwellings,L,2,Corporation,DAVID CLAHAN,PO BOX 3008,,BERKELEY,CA,94703,Business Owner,901 PAGE St,BERKELEY,CA,94710,
ZZZZZZZZZZZZZ,BL-018528,ELECTRICAL CONTR,Construction or Contractor,GILL'S ELECTRIC CO,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,17,Corporation,GILL'S ELECTRIC CO,909 7TH ST,,OAKLAND,CA,94607-3101,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-019163,ROOFING,Construction or Contractor,ATLAS ROOFING BAY AREA,238160 - Roofing Contractors,C,4,Sole Ownership,ATLAS ROOFING BAY AREA,7509 POTRERO AVE,,EL CERRITO,CA,94530-2019,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
055 184601800,BL-048909,CLOTHING RETAIL,Retail Trade,R & G IMPORTATIONS,448140 - Family Clothing Stores,R,1,Partnership,R & G IMPORTATIONS,2598 COLLEGE AVE,,BERKELEY,CA,94704-3033,Business Owner,2598 COLLEGE AVE,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-015530,GENERAL CONTRACTOR,Construction or Contractor,AKD MANAGEMENT INC,236118 - Residential Remodelers,C,4,Corporation,AKD MANAGEMENT INC,2526 SHADOWBROOKE RD,,BRENTWOOD,CA,94513-5556,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
ZZZZZZZZZZZZZ,BL-021483,ROOFING COMPANY,Construction or Contractor,A L P ROOFING CORP,238160 - Roofing Contractors,C,3,Corporation,A L P ROOFING CORP,PO BOX 1483,,SAN BRUNO,CA,94066-7483,Business Owner,0 VARIOUS,BERKELEY,CA,94704,
